Order ID,Order Date,Ship Date,Catomer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit,,concat for Query,,,,,,,,,,,,,,,,,,,,,,
CA-2011-141257,6/8/2011,6/14/2011,Olivia Sharma,United States,Seattle,Washington,Storage,Smart Plastic Crate,585.55,3,73.19,,"('CA-2011-141257', '2011-06-08', '2011-06-14', 'Olivia Sharma', 'United States', 'Seattle', 'Washington', 'Storage', 'Smart Plastic Crate', 585.55, 3, 73.19),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-154669,8/8/2011,8/11/2011,Rahul Reddy,United States,Vacaville,California,Accessories,Wooden Pen Holder,423.28,11,110.05,,"('CA-2011-154669', '2011-08-08', '2011-08-11', 'Rahul Reddy', 'United States', 'Vacaville', 'California', 'Accessories', 'Wooden Pen Holder', 423.28, 11, 110.05),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-158029,5/26/2011,5/30/2011,Pooja Singh,United States,Los Angeles,California,Bookcases,Wireless Corner Bookcase,225.3,2,22.53,,"('CA-2011-158029', '2011-05-26', '2011-05-30', 'Pooja Singh', 'United States', 'Los Angeles', 'California', 'Bookcases', 'Wireless Corner Bookcase', 225.30, 2, 22.53),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-155306,4/17/2012,4/21/2012,Isha Davis,United States,San Francisco,California,Binders,Adjustable Lever Arch File,5.56,2,2.22,,"('CA-2012-155306', '2012-04-17', '2012-04-21', 'Isha Davis', 'United States', 'San Francisco', 'California', 'Binders', 'Adjustable Lever Arch File', 5.56, 2, 2.22),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-155306,4/17/2012,4/21/2012,Sai Mehta,United States,San Francisco,California,Paper,Eco Notebook,323.37,3,129.35,,"('CA-2012-155306', '2012-04-17', '2012-04-21', 'Sai Mehta', 'United States', 'San Francisco', 'California', 'Paper', 'Eco Notebook', 323.37, 3, 129.35),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-155306,4/17/2012,4/21/2012,Neha Das,United States,San Francisco,California,Bookcases,Steel Metal Bookcase,783.96,5,68.6,,"('CA-2012-155306', '2012-04-17', '2012-04-21', 'Neha Das', 'United States', 'San Francisco', 'California', 'Bookcases', 'Steel Metal Bookcase', 783.96, 5, 68.60),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-155306,4/17/2012,4/21/2012,Daniel Deshmukh,United States,San Francisco,California,Binders,Premium Presentation Binder,1447.65,5,419.82,,"('CA-2012-155306', '2012-04-17', '2012-04-21', 'Daniel Deshmukh', 'United States', 'San Francisco', 'California', 'Binders', 'Premium Presentation Binder', 1447.65, 5, 419.82),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-155306,4/17/2012,4/21/2012,Aarav Deshmukh,United States,San Francisco,California,Art,Ergonomic Sketch Pad,11.96,2,5.86,,"('CA-2012-155306', '2012-04-17', '2012-04-21', 'Aarav Deshmukh', 'United States', 'San Francisco', 'California', 'Art', 'Ergonomic Sketch Pad', 11.96, 2, 5.86),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-129574,5/26/2011,5/29/2011,Arjun Nair,United States,Murray,Utah,Paper,Wireless Writing Pad,48.4,5,23.23,,"('CA-2011-129574', '2011-05-26', '2011-05-29', 'Arjun Nair', 'United States', 'Murray', 'Utah', 'Paper', 'Wireless Writing Pad', 48.40, 5, 23.23),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-126536,10/13/2014,10/15/2014,Krishna Roy,United States,San Francisco,California,Bookcases,Slim 5-Shelf Bookcase,0.99,1,0.44,,"('CA-2014-126536', '2014-10-13', '2014-10-15', 'Krishna Roy', 'United States', 'San Francisco', 'California', 'Bookcases', 'Slim 5-Shelf Bookcase', 0.99, 1, 0.44),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-126536,10/13/2014,10/15/2014,James Singh,United States,San Francisco,California,Paper,Heavy-Duty Writing Pad,101.84,5,36.92,,"('CA-2014-126536', '2014-10-13', '2014-10-15', 'James Singh', 'United States', 'San Francisco', 'California', 'Paper', 'Heavy-Duty Writing Pad', 101.84, 5, 36.92),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-144729,10/22/2013,10/26/2013,Meera Smith,United States,San Diego,California,Copiers,Wireless Laser Copier,154.44,3,1.54,,"('CA-2013-144729', '2013-10-22', '2013-10-26', 'Meera Smith', 'United States', 'San Diego', 'California', 'Copiers', 'Wireless Laser Copier', 154.44, 3, 1.54),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-127019,12/21/2012,12/25/2012,Emma Kulkarni,United States,Colorado Springs,Colorado,Copiers,Compact Digital Copier,60.98,7,4.57,,"('CA-2012-127019', '2012-12-21', '2012-12-25', 'Emma Kulkarni', 'United States', 'Colorado Springs', 'Colorado', 'Copiers', 'Compact Digital Copier', 60.98, 7, 4.57),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-138534,7/17/2012,7/19/2012,Meera Roy,United States,Bakersfield,California,Binders,Wireless Presentation Binder,195.47,2,-13.8,,"('CA-2012-138534', '2012-07-17', '2012-07-19', 'Meera Roy', 'United States', 'Bakersfield', 'California', 'Binders', 'Wireless Presentation Binder', 195.47, 2, -13.80),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-149972,9/21/2012,9/23/2012,Sophia Deshmukh,United States,Los Angeles,California,Accessories,Wooden USB Hub,601.54,4,0,,"('CA-2012-149972', '2012-09-21', '2012-09-23', 'Sophia Deshmukh', 'United States', 'Los Angeles', 'California', 'Accessories', 'Wooden USB Hub', 601.54, 4, 0.00),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-149972,9/21/2012,9/23/2012,John Sharma,United States,Los Angeles,California,Furnishings,Modern Curtain Set,7.9,2,2.53,,"('CA-2012-149972', '2012-09-21', '2012-09-23', 'John Sharma', 'United States', 'Los Angeles', 'California', 'Furnishings', 'Modern Curtain Set', 7.90, 2, 2.53),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-154599,4/12/2011,4/17/2011,James Nair,United States,Redondo Beach,California,Tables,Eco Study Table,1075.09,14,94.07,,"('CA-2011-154599', '2011-04-12', '2011-04-17', 'James Nair', 'United States', 'Redondo Beach', 'California', 'Tables', 'Eco Study Table', 1075.09, 14, 94.07),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-154599,4/12/2011,4/17/2011,Meera Das,United States,Redondo Beach,California,Machines,Portable Shredder,438.37,4,38.36,,"('CA-2011-154599', '2011-04-12', '2011-04-17', 'Meera Das', 'United States', 'Redondo Beach', 'California', 'Machines', 'Portable Shredder', 438.37, 4, 38.36),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-154599,4/12/2011,4/17/2011,Krishna Smith,United States,Redondo Beach,California,Phones,Classic Smartphone,18.09,7,6.56,,"('CA-2011-154599', '2011-04-12', '2011-04-17', 'Krishna Smith', 'United States', 'Redondo Beach', 'California', 'Phones', 'Classic Smartphone', 18.09, 7, 6.56),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-154599,4/12/2011,4/17/2011,Meera Roy,United States,Redondo Beach,California,Appliances,Ergonomic Electric Kettle,308.5,3,-18.15,,"('CA-2011-154599', '2011-04-12', '2011-04-17', 'Meera Roy', 'United States', 'Redondo Beach', 'California', 'Appliances', 'Ergonomic Electric Kettle', 308.50, 3, -18.15),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-110163,11/1/2012,11/4/2012,Vivaan Nair,United States,Salem,Oregon,Bookcases,Budget Corner Bookcase,7.88,1,1.77,,"('CA-2012-110163', '2012-11-01', '2012-11-04', 'Vivaan Nair', 'United States', 'Salem', 'Oregon', 'Bookcases', 'Budget Corner Bookcase', 7.88, 1, 1.77),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-143329,11/4/2014,11/9/2014,Meera Davis,United States,Las Cruces,New Mexico,Chairs,Premium Office Chair,41.37,3,17.38,,"('CA-2014-143329', '2014-11-04', '2014-11-09', 'Meera Davis', 'United States', 'Las Cruces', 'New Mexico', 'Chairs', 'Premium Office Chair', 41.37, 3, 17.38),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-159380,5/12/2012,5/16/2012,Neha Brown,United States,San Francisco,California,Tables,Budget Meeting Table,12.84,3,5.78,,"('CA-2012-159380', '2012-05-12', '2012-05-16', 'Neha Brown', 'United States', 'San Francisco', 'California', 'Tables', 'Budget Meeting Table', 12.84, 3, 5.78),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-159380,5/12/2012,5/16/2012,Vivaan Kulkarni,United States,San Francisco,California,Tables,Adjustable Meeting Table,25.68,6,11.56,,"('CA-2012-159380', '2012-05-12', '2012-05-16', 'Vivaan Kulkarni', 'United States', 'San Francisco', 'California', 'Tables', 'Adjustable Meeting Table', 25.68, 6, 11.56),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-148635,7/25/2012,7/27/2012,David Brown,United States,Seattle,Washington,Paper,Budget Copy Paper,9.42,2,0.47,,"('CA-2012-148635', '2012-07-25', '2012-07-27', 'David Brown', 'United States', 'Seattle', 'Washington', 'Paper', 'Budget Copy Paper', 9.42, 2, 0.47),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-148635,7/25/2012,7/27/2012,Aditya Smith,United States,Seattle,Washington,Furnishings,Compact Wall Shelf,12.96,2,6.22,,"('CA-2012-148635', '2012-07-25', '2012-07-27', 'Aditya Smith', 'United States', 'Seattle', 'Washington', 'Furnishings', 'Compact Wall Shelf', 12.96, 2, 6.22),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-148635,7/25/2012,7/27/2012,John Kulkarni,United States,Seattle,Washington,Envelopes,Professional Window Envelope,704.9,5,56.39,,"('CA-2012-148635', '2012-07-25', '2012-07-27', 'John Kulkarni', 'United States', 'Seattle', 'Washington', 'Envelopes', 'Professional Window Envelope', 704.90, 5, 56.39),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-148635,7/25/2012,7/27/2012,Olivia Sharma,United States,Seattle,Washington,Tables,Modern Folding Table,561.57,2,28.08,,"('CA-2012-148635', '2012-07-25', '2012-07-27', 'Olivia Sharma', 'United States', 'Seattle', 'Washington', 'Tables', 'Modern Folding Table', 561.57, 2, 28.08),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-160500,5/6/2013,5/9/2013,Vivaan Patel,United States,Encinitas,California,Fasteners,Premium Staples,6.72,5,2.35,,"('CA-2013-160500', '2013-05-06', '2013-05-09', 'Vivaan Patel', 'United States', 'Encinitas', 'California', 'Fasteners', 'Premium Staples', 6.72, 5, 2.35),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-160500,5/6/2013,5/9/2013,Neha Gupta,United States,Encinitas,California,Tables,Multi-Purpose Folding Table,298.78,3,7.47,,"('CA-2013-160500', '2013-05-06', '2013-05-09', 'Neha Gupta', 'United States', 'Encinitas', 'California', 'Tables', 'Multi-Purpose Folding Table', 298.78, 3, 7.47),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-100202,1/1/2014,1/6/2014,Olivia Davis,United States,Anaheim,California,Binders,Wooden Presentation Binder,302.38,3,22.68,,"('CA-2014-100202', '2014-01-01', '2014-01-06', 'Olivia Davis', 'United States', 'Anaheim', 'California', 'Binders', 'Wooden Presentation Binder', 302.38, 3, 22.68),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-148915,11/1/2011,11/5/2011,Rohan Deshmukh,United States,Portland,Oregon,Tables,Portable Office Table,443.92,5,-94.33,,"('CA-2011-148915', '2011-11-01', '2011-11-05', 'Rohan Deshmukh', 'United States', 'Portland', 'Oregon', 'Tables', 'Portable Office Table', 443.92, 5, -94.33),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-148915,11/1/2011,11/5/2011,Sarah Gupta,United States,Portland,Oregon,Furnishings,Professional Coat Rack,155.98,3,54.59,,"('CA-2011-148915', '2011-11-01', '2011-11-05', 'Sarah Gupta', 'United States', 'Portland', 'Oregon', 'Furnishings', 'Professional Coat Rack', 155.98, 3, 54.59),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-110842,11/12/2014,11/17/2014,James Kulkarni,United States,Los Angeles,California,Copiers,Classic Compact Copier,10.89,1,2.83,,"('CA-2014-110842', '2014-11-12', '2014-11-17', 'James Kulkarni', 'United States', 'Los Angeles', 'California', 'Copiers', 'Classic Compact Copier', 10.89, 1, 2.83),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-110842,11/12/2014,11/17/2014,James Singh,United States,Los Angeles,California,Bookcases,Slim Metal Bookcase,19.44,3,9.33,,"('CA-2014-110842', '2014-11-12', '2014-11-17', 'James Singh', 'United States', 'Los Angeles', 'California', 'Bookcases', 'Slim Metal Bookcase', 19.44, 3, 9.33),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-110842,11/12/2014,11/17/2014,Riya Brown,United States,Los Angeles,California,Bookcases,Smart Wood Bookcase,121.6,5,39.52,,"('CA-2014-110842', '2014-11-12', '2014-11-17', 'Riya Brown', 'United States', 'Los Angeles', 'California', 'Bookcases', 'Smart Wood Bookcase', 121.60, 5, 39.52),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-128594,8/27/2013,8/30/2013,Sai Mehta,United States,San Diego,California,Copiers,Multi-Purpose Laser Copier,1603.14,4,100.2,,"('CA-2013-128594', '2013-08-27', '2013-08-30', 'Sai Mehta', 'United States', 'San Diego', 'California', 'Copiers', 'Multi-Purpose Laser Copier', 1603.14, 4, 100.20),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-103828,8/14/2014,8/14/2014,Aisha Patel,United States,San Francisco,California,Storage,Wireless Storage Bin,31.44,3,8.49,,"('CA-2014-103828', '2014-08-14', '2014-08-14', 'Aisha Patel', 'United States', 'San Francisco', 'California', 'Storage', 'Wireless Storage Bin', 31.44, 3, 8.49),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-103828,8/14/2014,8/14/2014,Ananya Patel,United States,San Francisco,California,Paper,Professional Sticky Notes,83.79,7,22.62,,"('CA-2014-103828', '2014-08-14', '2014-08-14', 'Ananya Patel', 'United States', 'San Francisco', 'California', 'Paper', 'Professional Sticky Notes', 83.79, 7, 22.62),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-103828,8/14/2014,8/14/2014,Priya Reddy,United States,San Francisco,California,Appliances,Wireless Coffee Maker,59.52,3,15.48,,"('CA-2014-103828', '2014-08-14', '2014-08-14', 'Priya Reddy', 'United States', 'San Francisco', 'California', 'Appliances', 'Wireless Coffee Maker', 59.52, 3, 15.48),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-103828,8/14/2014,8/14/2014,Vivaan Singh,United States,San Francisco,California,Phones,Eco Power Bank,31.92,4,9.26,,"('CA-2014-103828', '2014-08-14', '2014-08-14', 'Vivaan Singh', 'United States', 'San Francisco', 'California', 'Phones', 'Eco Power Bank', 31.92, 4, 9.26),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-148040,3/22/2011,3/26/2011,Aarav Kulkarni,United States,Tucson,Arizona,Accessories,Professional Laptop Stand,74.35,3,23.24,,"('CA-2011-148040', '2011-03-22', '2011-03-26', 'Aarav Kulkarni', 'United States', 'Tucson', 'Arizona', 'Accessories', 'Professional Laptop Stand', 74.35, 3, 23.24),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-148040,3/22/2011,3/26/2011,Rahul Davis,United States,Tucson,Arizona,Storage,Professional Drawer Unit,314.35,3,-35.36,,"('CA-2011-148040', '2011-03-22', '2011-03-26', 'Rahul Davis', 'United States', 'Tucson', 'Arizona', 'Storage', 'Professional Drawer Unit', 314.35, 3, -35.36),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-135167,6/16/2014,6/21/2014,Sneha Joshi,United States,Los Angeles,California,Chairs,Slim Visitor Chair,4.26,1,1.75,,"('CA-2014-135167', '2014-06-16', '2014-06-21', 'Sneha Joshi', 'United States', 'Los Angeles', 'California', 'Chairs', 'Slim Visitor Chair', 4.26, 1, 1.75),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-137022,11/17/2014,11/23/2014,Neha Das,United States,San Diego,California,Storage,Luxury Plastic Crate,811.28,8,24.34,,"('CA-2014-137022', '2014-11-17', '2014-11-23', 'Neha Das', 'United States', 'San Diego', 'California', 'Storage', 'Luxury Plastic Crate', 811.28, 8, 24.34),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-167339,1/21/2013,1/23/2013,Krishna Miller,United States,San Diego,California,Supplies,Wireless Glue Stick,153.57,2,-5.76,,"('CA-2013-167339', '2013-01-21', '2013-01-23', 'Krishna Miller', 'United States', 'San Diego', 'California', 'Supplies', 'Wireless Glue Stick', 153.57, 2, -5.76),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-167339,1/21/2013,1/23/2013,Olivia Davis,United States,San Diego,California,Art,Wooden Poster,1013.49,7,76.01,,"('CA-2013-167339', '2013-01-21', '2013-01-23', 'Olivia Davis', 'United States', 'San Diego', 'California', 'Art', 'Wooden Poster', 1013.49, 7, 76.01),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-130799,11/12/2013,11/17/2013,David Nair,United States,San Francisco,California,Machines,Wireless Shredder,6.96,4,2.23,,"('CA-2013-130799', '2013-11-12', '2013-11-17', 'David Nair', 'United States', 'San Francisco', 'California', 'Machines', 'Wireless Shredder', 6.96, 4, 2.23),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-164483,1/30/2013,2/3/2013,Daniel Smith,United States,San Francisco,California,Chairs,Heavy-Duty Office Chair,17.46,2,5.89,,"('CA-2013-164483', '2013-01-30', '2013-02-03', 'Daniel Smith', 'United States', 'San Francisco', 'California', 'Chairs', 'Heavy-Duty Office Chair', 17.46, 2, 5.89),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-159856,10/19/2013,10/23/2013,Kavya Brown,United States,Tempe,Arizona,Machines,Wooden Scanner,307.92,5,-34.64,,"('CA-2013-159856', '2013-10-19', '2013-10-23', 'Kavya Brown', 'United States', 'Tempe', 'Arizona', 'Machines', 'Wooden Scanner', 307.92, 5, -34.64),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-102099,12/19/2014,12/20/2014,Kavya Shah,United States,Los Angeles,California,Binders,Deluxe Portfolio Binder,6.63,3,1.79,,"('CA-2014-102099', '2014-12-19', '2014-12-20', 'Kavya Shah', 'United States', 'Los Angeles', 'California', 'Binders', 'Deluxe Portfolio Binder', 6.63, 3, 1.79),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-102099,12/19/2014,12/20/2014,Michael Johnson,United States,Los Angeles,California,Copiers,Deluxe Digital Copier,12.96,2,6.22,,"('CA-2014-102099', '2014-12-19', '2014-12-20', 'Michael Johnson', 'United States', 'Los Angeles', 'California', 'Copiers', 'Deluxe Digital Copier', 12.96, 2, 6.22),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-102099,12/19/2014,12/20/2014,Emma Kulkarni,United States,Los Angeles,California,Paper,Professional Copy Paper,32.4,5,15.55,,"('CA-2014-102099', '2014-12-19', '2014-12-20', 'Emma Kulkarni', 'United States', 'Los Angeles', 'California', 'Paper', 'Professional Copy Paper', 32.40, 5, 15.55),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-164049,11/3/2014,11/7/2014,Kavya Shah,United States,Seattle,Washington,Chairs,Multi-Purpose Executive Chair,23.85,5,10.73,,"('CA-2014-164049', '2014-11-03', '2014-11-07', 'Kavya Shah', 'United States', 'Seattle', 'Washington', 'Chairs', 'Multi-Purpose Executive Chair', 23.85, 5, 10.73),",,,,,,,,,,,,,,,,,,,,,,
CA-2011-127586,9/26/2011,9/30/2011,Isha Davis,United States,Seattle,Washington,Tables,Multi-Purpose Study Table,310.12,2,80.63,,"('CA-2011-127586', '2011-09-26', '2011-09-30', 'Isha Davis', 'United States', 'Seattle', 'Washington', 'Tables', 'Multi-Purpose Study Table', 310.12, 2, 80.63),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-166415,2/20/2014,2/24/2014,Isha Davis,United States,Seattle,Washington,Storage,Premium Plastic Crate,11.22,3,0.22,,"('CA-2014-166415', '2014-02-20', '2014-02-24', 'Isha Davis', 'United States', 'Seattle', 'Washington', 'Storage', 'Premium Plastic Crate', 11.22, 3, 0.22),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-164329,1/31/2014,1/31/2014,Neha Brown,United States,San Francisco,California,Fasteners,Professional Push Pins,129.3,2,6.47,,"('CA-2014-164329', '2014-01-31', '2014-01-31', 'Neha Brown', 'United States', 'San Francisco', 'California', 'Fasteners', 'Professional Push Pins', 129.30, 2, 6.47),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-168564,8/8/2012,8/8/2012,John Davis,United States,San Francisco,California,Chairs,Luxury Stool,6.61,2,2.23,,"('CA-2012-168564', '2012-08-08', '2012-08-08', 'John Davis', 'United States', 'San Francisco', 'California', 'Chairs', 'Luxury Stool', 6.61, 2, 2.23),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-168564,8/8/2012,8/8/2012,Rahul Gupta,United States,San Francisco,California,Copiers,Adjustable Digital Copier,7.28,2,2.73,,"('CA-2012-168564', '2012-08-08', '2012-08-08', 'Rahul Gupta', 'United States', 'San Francisco', 'California', 'Copiers', 'Adjustable Digital Copier', 7.28, 2, 2.73),",,,,,,,,,,,,,,,,,,,,,,
CA-2012-168564,8/8/2012,8/8/2012,Neha Johnson,United States,San Francisco,California,Envelopes,Wooden Mailing Envelope,144.78,1,10.86,,"('CA-2012-168564', '2012-08-08', '2012-08-08', 'Neha Johnson', 'United States', 'San Francisco', 'California', 'Envelopes', 'Wooden Mailing Envelope', 144.78, 1, 10.86),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-169040,12/7/2013,12/13/2013,Pooja Brown,United States,Seattle,Washington,Art,Wireless Watercolor Set,156.79,1,13.72,,"('CA-2013-169040', '2013-12-07', '2013-12-13', 'Pooja Brown', 'United States', 'Seattle', 'Washington', 'Art', 'Wireless Watercolor Set', 156.79, 1, 13.72),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-169040,12/7/2013,12/13/2013,David Shah,United States,Seattle,Washington,Accessories,Steel Laptop Stand,431.98,3,27,,"('CA-2013-169040', '2013-12-07', '2013-12-13', 'David Shah', 'United States', 'Seattle', 'Washington', 'Accessories', 'Steel Laptop Stand', 431.98, 3, 27.00),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-169040,12/7/2013,12/13/2013,James Joshi,United States,Seattle,Washington,Envelopes,Budget Catalog Envelope,35.89,1,16.15,,"('CA-2013-169040', '2013-12-07', '2013-12-13', 'James Joshi', 'United States', 'Seattle', 'Washington', 'Envelopes', 'Budget Catalog Envelope', 35.89, 1, 16.15),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-169040,12/7/2013,12/13/2013,Sai Das,United States,Seattle,Washington,Appliances,Multi-Purpose Electric Kettle,47.21,7,15.34,,"('CA-2013-169040', '2013-12-07', '2013-12-13', 'Sai Das', 'United States', 'Seattle', 'Washington', 'Appliances', 'Multi-Purpose Electric Kettle', 47.21, 7, 15.34),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-169040,12/7/2013,12/13/2013,Aarav Deshmukh,United States,Seattle,Washington,Paper,Eco Writing Pad,248.08,7,116.6,,"('CA-2013-169040', '2013-12-07', '2013-12-13', 'Aarav Deshmukh', 'United States', 'Seattle', 'Washington', 'Paper', 'Eco Writing Pad', 248.08, 7, 116.60),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-169040,12/7/2013,12/13/2013,James Verma,United States,Seattle,Washington,Fasteners,Premium Staples,189.7,5,89.16,,"('CA-2013-169040', '2013-12-07', '2013-12-13', 'James Verma', 'United States', 'Seattle', 'Washington', 'Fasteners', 'Premium Staples', 189.70, 5, 89.16),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-169040,12/7/2013,12/13/2013,Daniel Deshmukh,United States,Seattle,Washington,Art,Luxury Frame,59.81,3,19.44,,"('CA-2013-169040', '2013-12-07', '2013-12-13', 'Daniel Deshmukh', 'United States', 'Seattle', 'Washington', 'Art', 'Luxury Frame', 59.81, 3, 19.44),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-126242,11/20/2014,11/25/2014,Sai Davis,United States,Los Angeles,California,Accessories,Ergonomic Cable Organizer,305.01,9,76.25,,"('CA-2014-126242', '2014-11-20', '2014-11-25', 'Sai Davis', 'United States', 'Los Angeles', 'California', 'Accessories', 'Ergonomic Cable Organizer', 305.01, 9, 76.25),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-126242,11/20/2014,11/25/2014,Arjun Kulkarni,United States,Los Angeles,California,Fasteners,Premium Binder Clips,18.7,1,7.11,,"('CA-2014-126242', '2014-11-20', '2014-11-25', 'Arjun Kulkarni', 'United States', 'Los Angeles', 'California', 'Fasteners', 'Premium Binder Clips', 18.70, 1, 7.11),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-166443,11/5/2013,11/6/2013,Vihaan Gupta,United States,San Francisco,California,Appliances,Portable Electric Kettle,38.29,7,16.46,,"('CA-2013-166443', '2013-11-05', '2013-11-06', 'Vihaan Gupta', 'United States', 'San Francisco', 'California', 'Appliances', 'Portable Electric Kettle', 38.29, 7, 16.46),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-169859,12/15/2014,12/19/2014,Neha Khan,United States,San Diego,California,Accessories,Ergonomic Mouse Pad,26.25,3,11.03,,"('CA-2014-169859', '2014-12-15', '2014-12-19', 'Neha Khan', 'United States', 'San Diego', 'California', 'Accessories', 'Ergonomic Mouse Pad', 26.25, 3, 11.03),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-169859,12/15/2014,12/19/2014,Riya Brown,United States,San Diego,California,Machines,Modern Binding Machine,64.96,14,22.74,,"('CA-2014-169859', '2014-12-15', '2014-12-19', 'Riya Brown', 'United States', 'San Diego', 'California', 'Machines', 'Modern Binding Machine', 64.96, 14, 22.74),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-169859,12/15/2014,12/19/2014,Michael Smith,United States,San Diego,California,Paper,Steel Graph Paper,43.7,5,20.54,,"('CA-2014-169859', '2014-12-15', '2014-12-19', 'Michael Smith', 'United States', 'San Diego', 'California', 'Paper', 'Steel Graph Paper', 43.70, 5, 20.54),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-134915,11/13/2014,11/13/2014,Meera Das,United States,Glendale,Arizona,Chairs,Smart Stool,41.6,4,13,,"('CA-2014-134915', '2014-11-13', '2014-11-13', 'Meera Das', 'United States', 'Glendale', 'Arizona', 'Chairs', 'Smart Stool', 41.60, 4, 13.00),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-134915,11/13/2014,11/13/2014,Priya Reddy,United States,Glendale,Arizona,Paper,Wooden Writing Pad,23.12,5,8.38,,"('CA-2014-134915', '2014-11-13', '2014-11-13', 'Priya Reddy', 'United States', 'Glendale', 'Arizona', 'Paper', 'Wooden Writing Pad', 23.12, 5, 8.38),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-134915,11/13/2014,11/13/2014,Sneha Brown,United States,Glendale,Arizona,Accessories,Deluxe Mouse Pad,113.89,2,9.97,,"('CA-2014-134915', '2014-11-13', '2014-11-13', 'Sneha Brown', 'United States', 'Glendale', 'Arizona', 'Accessories', 'Deluxe Mouse Pad', 113.89, 2, 9.97),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-134915,11/13/2014,11/13/2014,Emily Patel,United States,Glendale,Arizona,Art,Smart Acrylic Paint Set,113.57,2,-5.68,,"('CA-2014-134915', '2014-11-13', '2014-11-13', 'Emily Patel', 'United States', 'Glendale', 'Arizona', 'Art', 'Smart Acrylic Paint Set', 113.57, 2, -5.68),",,,,,,,,,,,,,,,,,,,,,,
